schema_version,experiment,seed,condition,compromise_fraction,required_fragments,emitted_fragments,recovery_fragments,redundancy_factor,bandwidth_overhead,magnet_strength,wandering_strength,hop_budget,custody_rounds,message_reconstructed,effective_reconstruction_ratio,reconstruction_margin,delivered_total,primary_delivered,recovery_delivered,clean_reconstruction,delivered_compromised_fragments,mean_hop_count,mean_transport_delivery_ratio,loop_rate,dead_end_rate,mean_compromised_relays_per_fragment,reticulum_graph_visible,voxmesh_knows_reticulum_identity,reticulum_knows_whisper_payload
1.3.2,redundancy-compensated-pressure-routing,fine-017,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,5,105,87,18,True,0,5.016666666666667,0.696126443001443,0.058333333333333334,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,7,107,87,20,True,0,5.065573770491803,0.6994686324604358,0.05737704918032787,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,8,108,87,21,True,0,4.96,0.6880147186147186,0.056,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,11,111,87,24,True,0,4.8828125,0.6862122903138528,0.0546875,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,12,112,87,25,True,0,4.846153846153846,0.6820654345654346,0.05384615384615385,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,2,102,84,18,False,66,4.433333333333334,0.6621548821548822,0.025,0.0,1.0583333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,4,104,84,20,False,67,4.459016393442623,0.6642159297897002,0.02459016393442623,0.0,1.0655737704918034,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,7,107,84,23,False,70,4.488,0.6676652236652236,0.024,0.0,1.08,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,10,110,84,26,False,71,4.46875,0.6680758477633477,0.0234375,0.0,1.0703125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,12,112,84,28,False,73,4.538461538461538,0.6720834720834721,0.023076923076923078,0.0,1.1076923076923078,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,2,102,84,18,False,88,4.433333333333334,0.6621548821548822,0.025,0.0,1.9333333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,4,104,84,20,False,90,4.459016393442623,0.6642159297897002,0.02459016393442623,0.0,1.9426229508196722,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,7,107,84,23,False,93,4.488,0.6676652236652236,0.024,0.0,1.952,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,10,110,84,26,False,96,4.46875,0.6680758477633477,0.0234375,0.0,1.953125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,12,112,84,28,False,97,4.538461538461538,0.6720834720834721,0.023076923076923078,0.0,1.9692307692307693,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,0,100,82,18,True,0,4.808333333333334,0.6603887085137085,0.058333333333333334,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,2,102,82,20,True,0,4.762295081967213,0.6604916258604783,0.05737704918032787,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,5,105,82,23,True,0,4.72,0.660830303030303,0.056,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,8,108,82,26,True,0,4.640625,0.6583629261363636,0.0546875,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-018,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,10,110,82,28,True,0,4.7153846153846155,0.6626573426573427,0.05384615384615385,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,3,103,84,19,False,70,5.233333333333333,0.7013618326118326,0.03333333333333333,0.0,1.2583333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,4,104,84,20,False,71,5.172131147540983,0.6960116386345895,0.03278688524590164,0.0,1.2540983606557377,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,7,107,84,23,False,74,5.336,0.7033073593073593,0.04,0.0,1.264,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,10,110,84,26,False,76,5.265625,0.7011465097402597,0.0390625,0.0,1.25,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,12,112,84,28,False,76,5.2153846153846155,0.699975024975025,0.038461538461538464,0.0,1.2307692307692308,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,3,103,84,19,False,84,5.233333333333333,0.7013618326118326,0.03333333333333333,0.0,1.85,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,4,104,84,20,False,85,5.172131147540983,0.6960116386345895,0.03278688524590164,0.0,1.8442622950819672,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,7,107,84,23,False,88,5.336,0.7033073593073593,0.04,0.0,1.896,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,10,110,84,26,False,89,5.265625,0.7011465097402597,0.0390625,0.0,1.8671875,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,12,112,84,28,False,91,5.2153846153846155,0.699975024975025,0.038461538461538464,0.0,1.8615384615384616,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,5,105,87,18,True,0,5.133333333333334,0.708820646945647,0.041666666666666664,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,7,107,87,20,True,0,5.245901639344262,0.7135940789629314,0.040983606557377046,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,10,110,87,23,True,0,5.288,0.7155789321789322,0.04,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,13,113,87,26,True,0,5.265625,0.7160601551226551,0.0390625,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-019,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,15,115,87,28,True,0,5.3307692307692305,0.719466921966922,0.038461538461538464,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,4,104,87,17,False,72,5.125,0.6941825998075998,0.03333333333333333,0.025,1.0833333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,6,106,87,19,False,73,5.155737704918033,0.6970102074610272,0.03278688524590164,0.02459016393442623,1.0819672131147542,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,8,108,87,21,False,75,5.152,0.6942819624819625,0.04,0.024,1.096,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,11,111,87,24,False,77,5.1015625,0.6942857706529582,0.0390625,0.0234375,1.0859375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,12,112,87,25,False,77,5.038461538461538,0.6887326562326562,0.038461538461538464,0.03076923076923077,1.0692307692307692,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,4,104,87,17,False,86,5.125,0.6941825998075998,0.03333333333333333,0.025,2.125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,6,106,87,19,False,88,5.155737704918033,0.6970102074610272,0.03278688524590164,0.02459016393442623,2.1475409836065573,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,8,108,87,21,False,89,5.152,0.6942819624819625,0.04,0.024,2.12,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,11,111,87,24,False,91,5.1015625,0.6942857706529582,0.0390625,0.0234375,2.109375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,12,112,87,25,False,92,5.038461538461538,0.6887326562326562,0.038461538461538464,0.03076923076923077,2.0846153846153848,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,0,100,85,15,True,0,5.3,0.676785113035113,0.058333333333333334,0.06666666666666667,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,2,102,85,17,True,0,5.385245901639344,0.6812640456083079,0.05737704918032787,0.06557377049180328,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,4,104,85,19,True,0,5.376,0.6789137085137085,0.056,0.064,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,7,107,85,22,True,0,5.34375,0.679711737914863,0.0546875,0.0625,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-020,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,8,108,85,23,True,0,5.276923076923077,0.6743828393828394,0.05384615384615385,0.06923076923076923,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,2,102,83,19,False,64,4.6,0.6682236050986051,0.008333333333333333,0.016666666666666666,1.1,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,83,20,False,65,4.557377049180328,0.6638264968183001,0.00819672131147541,0.01639344262295082,1.0901639344262295,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,6,106,83,23,False,68,4.664,0.6699518037518037,0.008,0.016,1.112,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,9,109,83,26,False,71,4.671875,0.6717969313672438,0.0078125,0.015625,1.109375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,10,110,83,27,False,72,4.607692307692307,0.6653077478077478,0.007692307692307693,0.015384615384615385,1.1,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,2,102,83,19,False,79,4.6,0.6682236050986051,0.008333333333333333,0.016666666666666666,1.85,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,83,20,False,80,4.557377049180328,0.6638264968183001,0.00819672131147541,0.01639344262295082,1.8360655737704918,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,6,106,83,23,False,83,4.664,0.6699518037518037,0.008,0.016,1.888,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,9,109,83,26,False,85,4.671875,0.6717969313672438,0.0078125,0.015625,1.8828125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,10,110,83,27,False,85,4.607692307692307,0.6653077478077478,0.007692307692307693,0.015384615384615385,1.853846153846154,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,8,108,89,19,True,0,4.75,0.6974491943241943,0.016666666666666666,0.016666666666666666,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,10,110,89,21,True,0,4.745901639344262,0.6994035791166938,0.02459016393442623,0.01639344262295082,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,13,113,89,24,True,0,4.84,0.7039512265512265,0.024,0.016,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,16,116,89,27,True,0,4.84375,0.7043794530122655,0.0234375,0.015625,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-021,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,16,116,89,27,True,0,4.769230769230769,0.693542846042846,0.023076923076923078,0.015384615384615385,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,1,101,82,19,False,66,4.9,0.6797207190957191,0.05,0.008333333333333333,1.1,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,82,21,False,67,4.934426229508197,0.6827854067608166,0.04918032786885246,0.00819672131147541,1.1065573770491803,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,6,106,82,24,False,69,4.992,0.6868430014430015,0.048,0.008,1.12,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,9,109,82,27,False,71,5.078125,0.6921984916125541,0.046875,0.0078125,1.1484375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,11,111,82,29,False,72,5.069230769230769,0.6934082584082584,0.046153846153846156,0.007692307692307693,1.1384615384615384,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,1,101,82,19,False,80,4.9,0.6797207190957191,0.05,0.008333333333333333,1.9916666666666667,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,82,21,False,81,4.934426229508197,0.6827854067608166,0.04918032786885246,0.00819672131147541,1.9836065573770492,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,6,106,82,24,False,84,4.992,0.6868430014430015,0.048,0.008,1.968,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,9,109,82,27,False,87,5.078125,0.6921984916125541,0.046875,0.0078125,1.984375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,11,111,82,29,False,89,5.069230769230769,0.6934082584082584,0.046153846153846156,0.007692307692307693,1.976923076923077,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,1,101,83,18,True,0,5.183333333333334,0.6967060485810486,0.025,0.008333333333333333,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,83,20,True,0,5.19672131147541,0.699127989496842,0.02459016393442623,0.00819672131147541,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,6,106,83,23,True,0,5.312,0.7052060606060606,0.024,0.008,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,9,109,83,26,True,0,5.296875,0.7043027935606061,0.0234375,0.0078125,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-022,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,11,111,83,28,True,0,5.292307692307692,0.705433177933178,0.023076923076923078,0.007692307692307693,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,8,108,90,18,False,78,5.441666666666666,0.7340103415103415,0.05,0.0,1.3583333333333334,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,10,110,90,20,False,80,5.532786885245901,0.7370047074965108,0.05737704918032787,0.0,1.3688524590163935,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,13,113,90,23,False,82,5.528,0.7385165945165945,0.056,0.0,1.4,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,16,116,90,26,False,84,5.5546875,0.7397622993326118,0.0546875,0.0,1.3828125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,17,117,90,27,False,85,5.515384615384615,0.7349747474747474,0.05384615384615385,0.0,1.3692307692307693,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,8,108,90,18,False,98,5.441666666666666,0.7340103415103415,0.05,0.0,2.6416666666666666,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,10,110,90,20,False,100,5.532786885245901,0.7370047074965108,0.05737704918032787,0.0,2.6475409836065573,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,13,113,90,23,False,103,5.528,0.7385165945165945,0.056,0.0,2.672,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,16,116,90,26,False,106,5.5546875,0.7397622993326118,0.0546875,0.0,2.703125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,17,117,90,27,False,107,5.515384615384615,0.7349747474747474,0.05384615384615385,0.0,2.6846153846153844,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,1,101,84,17,True,0,5.058333333333334,0.6875877825877825,0.05,0.016666666666666666,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,84,19,True,0,5.139344262295082,0.6912065621082014,0.04918032786885246,0.01639344262295082,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,5,105,84,21,True,0,5.208,0.6906176046176046,0.056,0.016,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,7,107,84,23,True,0,5.2109375,0.6884937545093796,0.0546875,0.015625,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-023,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,8,108,84,24,True,0,5.153846153846154,0.6836707736707737,0.05384615384615385,0.023076923076923078,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,1,101,83,18,False,71,4.325,0.6503959235209236,0.016666666666666666,0.016666666666666666,1.1333333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,2,102,83,19,False,71,4.262295081967213,0.6438320559222198,0.01639344262295082,0.01639344262295082,1.1147540983606556,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,5,105,83,22,False,74,4.216,0.6441134199134199,0.016,0.016,1.112,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,8,108,83,25,False,76,4.1953125,0.6456836783008658,0.015625,0.015625,1.109375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,9,109,83,26,False,77,4.138461538461539,0.6395962370962371,0.015384615384615385,0.015384615384615385,1.1,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,1,101,83,18,False,86,4.325,0.6503959235209236,0.016666666666666666,0.016666666666666666,1.9333333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,2,102,83,19,False,86,4.262295081967213,0.6438320559222198,0.01639344262295082,0.01639344262295082,1.901639344262295,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,5,105,83,22,False,88,4.216,0.6441134199134199,0.016,0.016,1.888,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,8,108,83,25,False,90,4.1953125,0.6456836783008658,0.015625,0.015625,1.875,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,9,109,83,26,False,91,4.138461538461539,0.6395962370962371,0.015384615384615385,0.015384615384615385,1.853846153846154,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.95,-5,95,79,16,False,0,4.425,0.6257566738816739,0.058333333333333334,0.041666666666666664,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,False,0.97,-3,97,79,18,False,0,4.377049180327869,0.6250612092825207,0.05737704918032787,0.040983606557377046,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,0,100,79,21,True,0,4.328,0.6257930735930736,0.056,0.04,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,3,103,79,24,True,0,4.2734375,0.6251885484307359,0.0546875,0.0390625,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-024,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,3,103,79,24,True,0,4.207692307692308,0.6155702630702631,0.05384615384615385,0.038461538461538464,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-025,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,6,106,87,19,False,77,5.583333333333333,0.7235506854256855,0.008333333333333333,0.0,1.2166666666666666,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-025,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,8,108,87,21,False,78,5.516393442622951,0.7212520403094174,0.00819672131147541,0.0,1.2049180327868851,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-025,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,11,111,87,24,False,81,5.544,0.7223864357864358,0.008,0.0,1.216,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-025,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,13,113,87,26,False,83,5.5703125,0.7202124481421356,0.0078125,0.0,1.234375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-025,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,15,115,87,28,False,83,5.523076923076923,0.7191322566322567,0.007692307692307693,0.0,1.2153846153846153,False,False,False
